Domain Code,Domain,Survey Code,Survey,Geographic Level Code,Geographic Level,Food Group Code,Food Group,Indicator Code,Indicator,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3312","Zinc apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.67","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3312","Zinc apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.7","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3309","Magnesium apparent intake","6209A","Average","mg/cap/d","18","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3309","Magnesium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","18","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3309","Magnesium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","19","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3310","Phosphorus apparent intake","6209A","Average","mg/cap/d","173","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3310","Phosphorus apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","169","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3310","Phosphorus apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","176","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3311","Potassium apparent intake","6209A","Average","mg/cap/d","230","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3311","Potassium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","226","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","235","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","0.07","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3314","Thiamin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.07","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3314","Thiamin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.08","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0.31","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.31","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.32","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","0.09","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.09","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.09","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","6206A","Average","μg/cap/d","66","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","65","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","67","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","6206A","Average","μg/cap/d","66","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","65","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","67","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3300","Food, edible, apparent consumption","6123A","Average","g/cap/d","183","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3300","Food, edible, apparent consumption","61231","Confidence interval: Lower bound","g/cap/d","179.3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3300","Food, edible, apparent consumption","61232","Confidence interval: Upper bound","g/cap/d","186.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_90005","Highest income quintile","FG4","Milk and milk products","3302","Energy apparent intake","6128A","Average","kcal/cap/d","164","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_90005","Highest income quintile","FG4","Milk and milk products","3302","Energy apparent intake","61281","Confidence interval: Lower bound","kcal/cap/d","160","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_90005","Highest income quintile","FG4","Milk and milk products","3302","Energy apparent intake","61282","Confidence interval: Upper bound","kcal/cap/d","167","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_90005","Highest income quintile","FG4","Milk and milk products","3303","Protein apparent intake","6123A","Average","g/cap/d","9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_90005","Highest income quintile","FG4","Milk and milk products","3303","Protein apparent intake","61231","Confidence interval: Lower bound","g/cap/d","8.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
